STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT16,WT18,WT21,WV01,WV03,WV20
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/10/1983,0,0,0,,92,61,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/10/1983,0,0,0,,74,60,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/10/1983,0,0,0,,74,58,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/10/1983,0,0,0,,82,60,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/10/1983,0,0,0,,71,63,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/10/1983,0,0,0,,74,62,,1,1,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/10/1983,0,0,0,,76,59,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/10/1983,0,0,0,,73,59,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/10/1983,0,0,0,,69,64,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/10/1983,0,0,0,,72,60,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/10/1983,0,0,0,,71,62,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/10/1983,0,0,0,,74,62,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/10/1983,0,0,0,,75,64,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/10/1983,0,0,0,,90,64,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/10/1983,0,0,0,,87,60,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/10/1983,0,0,0,,76,60,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",09/10/1983,0,0,0,,73,66,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",08/10/1983,0,0,0,,72,66,,,,,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",07/10/1983,0.15,0,0,,75,67,,,,,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",06/10/1983,0.01,0,0,,83,63,,,,,,,,,1,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",05/10/1983,0.01,0,0,,73,66,,,,,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",04/10/1983,0.19,0,0,,74,62,,1,,1,,,,,1,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",03/10/1983,0,0,0,,74,60,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",02/10/1983,0,0,0,,73,59,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",01/10/1983,0.49,0,0,,73,60,,,,,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/09/1983,1.66,0,0,,69,60,,,,,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/09/1983,0.18,0,0,,72,64,,,,,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/09/1983,0,0,0,,75,64,,,,,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/09/1983,0,0,0,,75,62,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/09/1983,0.07,0,0,,75,63,,,,1,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/09/1983,0,0,0,,76,63,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/09/1983,0,0,0,,77,64,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/09/1983,0,0,0,,76,67,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/09/1983,0,0,0,,75,67,,1,,,,,,,1,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/09/1983,0,0,0,,81,70,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/09/1983,0,0,0,,81,71,,1,,,,,,,1,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/09/1983,0,0,0,,84,65,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/09/1983,0,0,0,,83,66,,1,1,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/09/1983,0,0,0,,79,67,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/09/1983,0,0,0,,76,67,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/09/1983,0,0,0,,76,66,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/09/1983,0,0,0,,78,66,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/09/1983,0,0,0,,86,67,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/09/1983,0,0,0,,93,70,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/09/1983,0,0,0,,89,69,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/09/1983,0,0,0,,92,70,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",09/09/1983,0,0,0,,80,65,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",08/09/1983,0,0,0,,76,65,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",07/09/1983,0,0,0,,74,64,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",06/09/1983,0,0,0,,74,65,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",05/09/1983,0,0,0,,75,63,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",04/09/1983,0,0,0,,75,63,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",03/09/1983,0,0,0,,81,66,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",02/09/1983,0,0,0,,83,68,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",01/09/1983,0,0,0,,85,67,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/08/1983,0,0,0,,80,67,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/08/1983,0,0,0,,85,67,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/08/1983,0,0,0,,80,66,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/08/1983,0,0,0,,81,66,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/08/1983,0,0,0,,81,63,,1,1,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/08/1983,0,0,0,,79,63,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/08/1983,0,0,0,,75,63,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/08/1983,0,0,0,,75,64,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/08/1983,0,0,0,,75,62,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/08/1983,0,0,0,,75,62,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/08/1983,0,0,0,,74,65,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/08/1983,0,0,0,,77,66,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/08/1983,0,0,0,,74,68,,,,,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/08/1983,1,0,0,,78,69,,,,,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/08/1983,0,0,0,,89,72,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/08/1983,0,0,0,,84,72,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/08/1983,0.09,0,0,,83,70,,,,1,,,,,1,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/08/1983,0,0,0,,87,70,,,,1,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/08/1983,0,0,0,,82,69,,,,,,,,,1,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/08/1983,0,0,0,,79,65,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/08/1983,0,0,0,,79,67,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/08/1983,0,0,0,,82,69,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",09/08/1983,0,0,0,,86,68,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",08/08/1983,0,0,0,,82,69,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",07/08/1983,0.04,0,0,,89,73,,,,,,,,,1,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",06/08/1983,0.12,0,0,,97,70,,,,1,,,,,1,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",05/08/1983,0,0,0,,81,67,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",04/08/1983,0,0,0,,75,64,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",03/08/1983,0,0,0,,74,65,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",02/08/1983,0,0,0,,75,66,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",01/08/1983,0,0,0,,75,65,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/07/1983,0,0,0,,75,66,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/07/1983,0,0,0,,74,63,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/07/1983,0,0,0,,74,62,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/07/1983,0,0,0,,74,64,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/07/1983,0,0,0,,75,62,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/07/1983,0,0,0,,74,61,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/07/1983,0,0,0,,75,63,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/07/1983,0,0,0,,76,62,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/07/1983,0,0,0,,76,62,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/07/1983,0,0,0,,73,62,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/07/1983,0,0,0,,77,64,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/07/1983,0,0,0,,82,61,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/07/1983,0,0,0,,79,64,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/07/1983,0,0,0,,75,62,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/07/1983,0,0,0,,74,64,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/07/1983,0,0,0,,73,65,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/07/1983,0,0,0,,75,66,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/07/1983,0,0,0,,77,65,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/07/1983,0,0,0,,81,65,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/07/1983,0,0,0,,83,67,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/07/1983,0,0,0,,82,65,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/07/1983,0,0,0,,81,62,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",09/07/1983,0,0,0,,78,61,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",08/07/1983,0,0,0,,75,63,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",07/07/1983,0,0,0,,74,62,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",06/07/1983,0,0,0,,74,64,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",05/07/1983,0,0,0,,73,65,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",04/07/1983,0,0,0,,74,64,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",03/07/1983,0,0,0,,73,64,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",02/07/1983,0,0,0,,71,62,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",01/07/1983,0,0,0,,73,64,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/06/1983,0,0,0,,72,63,,,,,,,,,1,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/06/1983,0,0,0,,72,63,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/06/1983,0,0,0,,71,61,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/06/1983,0,0,0,,72,63,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/06/1983,0,0,0,,73,64,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/06/1983,0,0,0,,74,62,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/06/1983,0,0,0,,74,62,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/06/1983,0,0,0,,71,61,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/06/1983,0,0,0,,73,63,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/06/1983,0,0,0,,73,63,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/06/1983,0,0,0,,71,63,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/06/1983,0,0,0,,72,62,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/06/1983,0,0,0,,71,62,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/06/1983,0,0,0,,71,62,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/06/1983,0,0,0,,74,62,,1,,,,,,,1,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/06/1983,0,0,0,,72,62,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/06/1983,0,0,0,,70,60,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/06/1983,0,0,0,,70,58,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/06/1983,0,0,0,,70,58,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/06/1983,0.02,0,0,,65,60,,1,,,,,,,1,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/06/1983,0,0,0,,69,59,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",09/06/1983,0,0,0,,69,60,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",08/06/1983,0.01,0,0,,68,59,,,,,,,,,1,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",07/06/1983,0,0,0,,65,59,,1,,,,,,,1,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",06/06/1983,0,0,0,,68,59,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",05/06/1983,0,0,0,,68,58,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",04/06/1983,0,0,0,,68,57,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",03/06/1983,0,0,0,,68,57,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",02/06/1983,0,0,0,,66,55,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",01/06/1983,0,0,0,,66,58,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/05/1983,0,0,0,,65,60,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/05/1983,0,0,0,,70,58,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/05/1983,0,0,0,,67,59,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/05/1983,0,0,0,,68,58,,1,1,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/05/1983,0,0,0,,69,61,,1,,,,,,,1,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/05/1983,0,0,0,,71,61,,1,,,,,,,1,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/05/1983,0,0,0,,69,59,,1,,,,,,,1,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/05/1983,0,0,0,,67,59,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/05/1983,0,0,0,,66,59,,1,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/05/1983,0,0,0,,68,58,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/05/1983,0,0,0,,65,58,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/05/1983,0,0,0,,69,58,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/05/1983,0,0,0,,71,58,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/05/1983,0,0,0,,84,59,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/05/1983,0,0,0,,79,56,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/05/1983,0,0,0,,66,58,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/05/1983,0,0,0,,66,55,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/05/1983,0,0,0,,66,56,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/05/1983,0,0,0,,66,56,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/05/1983,0,0,0,,70,53,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/05/1983,0,0,0,,67,51,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/05/1983,0,0,0,,66,56,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",09/05/1983,0,0,0,,68,56,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",08/05/1983,0,0,0,,68,54,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",07/05/1983,0,0,0,,67,55,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",06/05/1983,0,0,0,,66,53,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",05/05/1983,0,0,0,,66,53,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",04/05/1983,0,0,0,,66,55,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",03/05/1983,0,0,0,,71,56,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",02/05/1983,0,0,0,,71,52,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",01/05/1983,0.04,0,0,,67,52,,,,,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/04/1983,0.21,0,0,,68,55,,,,,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/04/1983,0.27,0,0,,67,58,,1,,,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/04/1983,0.7,0,0,,67,57,,1,,,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/04/1983,0,0,0,,68,57,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/04/1983,0,0,0,,66,54,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/04/1983,0,0,0,,64,51,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/04/1983,0.1,0,0,,63,53,,1,,,,,,,1,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/04/1983,0,0,0,,62,55,,,,,,,,,,,,,,,,,,,,
